name,code,division_type,codename,district_code
Yên Thái,14749,xã,xa_yen_thai,377
Yên Lâm,14752,xã,xa_yen_lam,377
Hàm Rồng,14755,phường,phuong_ham_rong,380
Đông Thọ,14758,phường,phuong_dong_tho,380
Nam Ngạn,14761,phường,phuong_nam_ngan,380
Trường Thi,14764,phường,phuong_truong_thi,380
Điện Biên,14767,phường,phuong_dien_bien,380
Phú Sơn,14770,phường,phuong_phu_son,380
Lam Sơn,14773,phường,phuong_lam_son,380
Ba Đình,14776,phường,phuong_ba_dinh,380
Ngọc Trạo,14779,phường,phuong_ngoc_trao,380
Đông Vệ,14782,phường,phuong_dong_ve,380
Đông Sơn,14785,phường,phuong_dong_son,380
Tân Sơn,14788,phường,phuong_tan_son,380
Đông Cương,14791,phường,phuong_dong_cuong,380
Đông Hương,14794,phường,phuong_dong_huong,380
Đông Hải,14797,phường,phuong_dong_hai,380
Quảng Hưng,14800,phường,phuong_quang_hung,380
Quảng Thắng,14803,phường,phuong_quang_thang,380
Quảng Thành,14806,phường,phuong_quang_thanh,380
Thiệu Vân,15850,xã,xa_thieu_van,380
Thiệu Khánh,15856,phường,phuong_thieu_khanh,380
Thiệu Dương,15859,phường,phuong_thieu_duong,380
Tào Xuyên,15913,phường,phuong_tao_xuyen,380
Long Anh,15922,phường,phuong_long_anh,380
Hoằng Quang,15925,xã,xa_hoang_quang,380
Hoằng Đại,15970,xã,xa_hoang_dai,380
Đông Lĩnh,16396,phường,phuong_dong_linh,380
Đông Vinh,16429,xã,xa_dong_vinh,380
Đông Tân,16432,phường,phuong_dong_tan,380
An Hưng,16435,phường,phuong_an_hung,380
Quảng Thịnh,16441,phường,phuong_quang_thinh,380
Quảng Đông,16459,phường,phuong_quang_dong,380
Quảng Cát,16507,phường,phuong_quang_cat,380
Quảng Phú,16522,phường,phuong_quang_phu,380
Quảng Tâm,16525,phường,phuong_quang_tam,380
Bắc Sơn,14809,phường,phuong_bac_son,381
Ba Đình,14812,phường,phuong_ba_dinh,381
Lam Sơn,14815,phường,phuong_lam_son,381
Ngọc Trạo,14818,phường,phuong_ngoc_trao,381
Đông Sơn,14821,phường,phuong_dong_son,381
Phú Sơn,14823,phường,phuong_phu_son,381
Quang Trung,14824,xã,xa_quang_trung,381
Trung Sơn,14830,phường,phuong_trung_son,382
Bắc Sơn,14833,phường,phuong_bac_son,382
Trường Sơn,14836,phường,phuong_truong_son,382
Quảng Cư,14839,phường,phuong_quang_cu,382
Quảng Tiến,14842,phường,phuong_quang_tien,382
Quảng Minh,16513,xã,xa_quang_minh,382
Quảng Hùng,16516,xã,xa_quang_hung,382
Quảng Thọ,16528,phường,phuong_quang_tho,382
Quảng Châu,16531,phường,phuong_quang_chau,382
Quảng Vinh,16534,phường,phuong_quang_vinh,382
Quảng Đại,16537,xã,xa_quang_dai,382
Mường Lát,14845,thị trấn,thi_tran_muong_lat,384
Tam Chung,14848,xã,xa_tam_chung,384
Mường Lý,14854,xã,xa_muong_ly,384
Trung Lý,14857,xã,xa_trung_ly,384
Quang Chiểu,14860,xã,xa_quang_chieu,384
Pù Nhi,14863,xã,xa_pu_nhi,384
Nhi Sơn,14864,xã,xa_nhi_son,384
Mường Chanh,14866,xã,xa_muong_chanh,384
Hồi Xuân,14869,thị trấn,thi_tran_hoi_xuan,385
Thành Sơn,14872,xã,xa_thanh_son,385
Trung Sơn,14875,xã,xa_trung_son,385
Phú Thanh,14878,xã,xa_phu_thanh,385
Trung Thành,14881,xã,xa_trung_thanh,385
Phú Lệ,14884,xã,xa_phu_le,385
Phú Sơn,14887,xã,xa_phu_son,385
Phú Xuân,14890,xã,xa_phu_xuan,385
Hiền Chung,14896,xã,xa_hien_chung,385
Hiền Kiệt,14899,xã,xa_hien_kiet,385
Nam Tiến,14902,xã,xa_nam_tien,385
Thiên Phủ,14908,xã,xa_thien_phu,385
Phú Nghiêm,14911,xã,xa_phu_nghiem,385
Nam Xuân,14914,xã,xa_nam_xuan,385
Nam Động,14917,xã,xa_nam_dong,385
Cành Nàng,14923,thị trấn,thi_tran_canh_nang,386
Điền Thượng,14926,xã,xa_dien_thuong,386
Điền Hạ,14929,xã,xa_dien_ha,386
Điền Quang,14932,xã,xa_dien_quang,386
Điền Trung,14935,xã,xa_dien_trung,386
Thành Sơn,14938,xã,xa_thanh_son,386
Lương Ngoại,14941,xã,xa_luong_ngoai,386
Ái Thượng,14944,xã,xa_ai_thuong,386
Lương Nội,14947,xã,xa_luong_noi,386
Điền Lư,14950,xã,xa_dien_lu,386
Lương Trung,14953,xã,xa_luong_trung,386
Lũng Niêm,14956,xã,xa_lung_niem,386
Lũng Cao,14959,xã,xa_lung_cao,386
Hạ Trung,14962,xã,xa_ha_trung,386
Cổ Lũng,14965,xã,xa_co_lung,386
Thành Lâm,14968,xã,xa_thanh_lam,386
Ban Công,14971,xã,xa_ban_cong,386
Kỳ Tân,14974,xã,xa_ky_tan,386
Văn Nho,14977,xã,xa_van_nho,386
Thiết Ống,14980,xã,xa_thiet_ong,386
Thiết Kế,14986,xã,xa_thiet_ke,386
Trung Xuân,14995,xã,xa_trung_xuan,387
Trung Thượng,14998,xã,xa_trung_thuong,387
Trung Tiến,14999,xã,xa_trung_tien,387
Trung Hạ,15001,xã,xa_trung_ha,387
Sơn Hà,15004,xã,xa_son_ha,387
Tam Thanh,15007,xã,xa_tam_thanh,387
Sơn Thủy,15010,xã,xa_son_thuy,387
Na Mèo,15013,xã,xa_na_meo,387
Sơn Lư,15016,thị trấn,thi_tran_son_lu,387
Tam Lư,15019,xã,xa_tam_lu,387
Sơn Điện,15022,xã,xa_son_dien,387
Mường Mìn,15025,xã,xa_muong_min,387
Yên Khương,15031,xã,xa_yen_khuong,388
Yên Thắng,15034,xã,xa_yen_thang,388
Trí Nang,15037,xã,xa_tri_nang,388
Giao An,15040,xã,xa_giao_an,388
Giao Thiện,15043,xã,xa_giao_thien,388
Tân Phúc,15046,xã,xa_tan_phuc,388
Tam Văn,15049,xã,xa_tam_van,388
Lâm Phú,15052,xã,xa_lam_phu,388
Lang Chánh,15055,thị trấn,thi_tran_lang_chanh,388
Đồng Lương,15058,xã,xa_dong_luong,388
Ngọc Lặc,15061,thị trấn,thi_tran_ngoc_lac,389
Lam Sơn,15064,xã,xa_lam_son,389
Mỹ Tân,15067,xã,xa_my_tan,389
Thúy Sơn,15070,xã,xa_thuy_son,389
Thạch Lập,15073,xã,xa_thach_lap,389
Vân Âm,15076,xã,xa_van_am,389
Cao Ngọc,15079,xã,xa_cao_ngoc,389
Quang Trung,15085,xã,xa_quang_trung,389
Đồng Thịnh,15088,xã,xa_dong_thinh,389
Ngọc Liên,15091,xã,xa_ngoc_lien,389
Ngọc Sơn,15094,xã,xa_ngoc_son,389
Lộc Thịnh,15097,xã,xa_loc_thinh,389
Cao Thịnh,15100,xã,xa_cao_thinh,389
Ngọc Trung,15103,xã,xa_ngoc_trung,389
Phùng Giáo,15106,xã,xa_phung_giao,389
Phùng Minh,15109,xã,xa_phung_minh,389
Phúc Thịnh,15112,xã,xa_phuc_thinh,389
Nguyệt Ấn,15115,xã,xa_nguyet_an,389
Kiên Thọ,15118,xã,xa_kien_tho,389
Minh Tiến,15121,xã,xa_minh_tien,389
Minh Sơn,15124,xã,xa_minh_son,389
Phong Sơn,15127,thị trấn,thi_tran_phong_son,390
Cẩm Thành,15133,xã,xa_cam_thanh,390
Cẩm Quý,15136,xã,xa_cam_quy,390
Cẩm Lương,15139,xã,xa_cam_luong,390
Cẩm Thạch,15142,xã,xa_cam_thach,390
Cẩm Liên,15145,xã,xa_cam_lien,390
Cẩm Giang,15148,xã,xa_cam_giang,390
Cẩm Bình,15151,xã,xa_cam_binh,390
Cẩm Tú,15154,xã,xa_cam_tu,390
Cẩm Châu,15160,xã,xa_cam_chau,390
Cẩm Tâm,15163,xã,xa_cam_tam,390
Cẩm Ngọc,15169,xã,xa_cam_ngoc,390
Cẩm Long,15172,xã,xa_cam_long,390
Cẩm Yên,15175,xã,xa_cam_yen,390
Cẩm Tân,15178,xã,xa_cam_tan,390
Cẩm Phú,15181,xã,xa_cam_phu,390
Cẩm Vân,15184,xã,xa_cam_van,390
Kim Tân,15187,thị trấn,thi_tran_kim_tan,391
Vân Du,15190,thị trấn,thi_tran_van_du,391
Thạch Lâm,15196,xã,xa_thach_lam,391
Thạch Quảng,15199,xã,xa_thach_quang,391
Thạch Tượng,15202,xã,xa_thach_tuong,391
Thạch Cẩm,15205,xã,xa_thach_cam,391
Thạch Sơn,15208,xã,xa_thach_son,391
Thạch Bình,15211,xã,xa_thach_binh,391
Thạch Định,15214,xã,xa_thach_dinh,391
Thạch Đồng,15217,xã,xa_thach_dong,391
Thạch Long,15220,xã,xa_thach_long,391
Thành Mỹ,15223,xã,xa_thanh_my,391
Thành Yên,15226,xã,xa_thanh_yen,391
Thành Vinh,15229,xã,xa_thanh_vinh,391
Thành Minh,15232,xã,xa_thanh_minh,391
Thành Công,15235,xã,xa_thanh_cong,391
Thành Tân,15238,xã,xa_thanh_tan,391
Thành Trực,15241,xã,xa_thanh_truc,391
Thành Tâm,15247,xã,xa_thanh_tam,391
Thành An,15250,xã,xa_thanh_an,391
Thành Thọ,15253,xã,xa_thanh_tho,391
Thành Tiến,15256,xã,xa_thanh_tien,391
Thành Long,15259,xã,xa_thanh_long,391
Thành Hưng,15265,xã,xa_thanh_hung,391
Ngọc Trạo,15268,xã,xa_ngoc_trao,391
Hà Trung,15271,thị trấn,thi_tran_ha_trung,392
Hà Long,15274,xã,xa_ha_long,392
Hà Vinh,15277,xã,xa_ha_vinh,392
Hà Bắc,15280,xã,xa_ha_bac,392
Hoạt Giang,15283,xã,xa_hoat_giang,392
Yên Dương,15286,xã,xa_yen_duong,392
Hà Giang,15292,xã,xa_ha_giang,392
Lĩnh Toại,15298,xã,xa_linh_toai,392
Hà Ngọc,15304,xã,xa_ha_ngoc,392
Yến Sơn,15307,xã,xa_yen_son,392
Hà Sơn,15313,xã,xa_ha_son,392
Hà Lĩnh,15316,xã,xa_ha_linh,392
Hà Đông,15319,xã,xa_ha_dong,392
Hà Tân,15322,xã,xa_ha_tan,392
Hà Tiến,15325,xã,xa_ha_tien,392
Hà Bình,15328,xã,xa_ha_binh,392
Hà Lai,15331,xã,xa_ha_lai,392
Hà Châu,15334,xã,xa_ha_chau,392
Hà Thái,15340,xã,xa_ha_thai,392
Hà Hải,15343,xã,xa_ha_hai,392
Vĩnh Lộc,15349,thị trấn,thi_tran_vinh_loc,393
Vĩnh Quang,15352,xã,xa_vinh_quang,393
Vĩnh Yên,15355,xã,xa_vinh_yen,393
Vĩnh Tiến,15358,xã,xa_vinh_tien,393
Vĩnh Long,15361,xã,xa_vinh_long,393
Vĩnh Phúc,15364,xã,xa_vinh_phuc,393
Vĩnh Hưng,15367,xã,xa_vinh_hung,393
Vĩnh Hòa,15376,xã,xa_vinh_hoa,393
Vĩnh Hùng,15379,xã,xa_vinh_hung,393
Minh Tân,15382,xã,xa_minh_tan,393
Ninh Khang,15385,xã,xa_ninh_khang,393
Vĩnh Thịnh,15388,xã,xa_vinh_thinh,393
Vĩnh An,15391,xã,xa_vinh_an,393
Thống Nhất,15397,thị trấn,thi_tran_thong_nhat,394
Yên Lâm,15403,xã,xa_yen_lam,394
Yên Tâm,15406,xã,xa_yen_tam,394
Yên Phú,15409,xã,xa_yen_phu,394
Quí Lộc,15412,xã,xa_qui_loc,394
Yên Thọ,15415,xã,xa_yen_tho,394
Yên Trung,15418,xã,xa_yen_trung,394
Yên Trường,15421,xã,xa_yen_truong,394
Yên Phong,15427,xã,xa_yen_phong,394
Yên Thái,15430,xã,xa_yen_thai,394
Yên Hùng,15433,xã,xa_yen_hung,394
Yên Thịnh,15436,xã,xa_yen_thinh,394
Yên Ninh,15439,xã,xa_yen_ninh,394
Yên Lạc,15442,xã,xa_yen_lac,394
Định Tăng,15445,xã,xa_dinh_tang,394
Định Hòa,15448,xã,xa_dinh_hoa,394
Định Thành,15451,xã,xa_dinh_thanh,394
Định Công,15454,xã,xa_dinh_cong,394
Định Tân,15457,xã,xa_dinh_tan,394
Định Tiến,15460,xã,xa_dinh_tien,394
Định Long,15463,xã,xa_dinh_long,394
Định Liên,15466,xã,xa_dinh_lien,394
Quán Lào,15469,thị trấn,thi_tran_quan_lao,394
Định Hưng,15472,xã,xa_dinh_hung,394
Định Hải,15475,xã,xa_dinh_hai,394
Định Bình,15478,xã,xa_dinh_binh,394
Xuân Hồng,15493,xã,xa_xuan_hong,395
Thọ Xuân,15499,thị trấn,thi_tran_tho_xuan,395
Bắc Lương,15502,xã,xa_bac_luong,395
Nam Giang,15505,xã,xa_nam_giang,395
Xuân Phong,15508,xã,xa_xuan_phong,395
Thọ Lộc,15511,xã,xa_tho_loc,395
Xuân Trường,15514,xã,xa_xuan_truong,395
Xuân Hòa,15517,xã,xa_xuan_hoa,395
Thọ Hải,15520,xã,xa_tho_hai,395
Tây Hồ,15523,xã,xa_tay_ho,395
Xuân Giang,15526,xã,xa_xuan_giang,395
Xuân Sinh,15532,xã,xa_xuan_sinh,395
Xuân Hưng,15535,xã,xa_xuan_hung,395
Thọ Diên,15538,xã,xa_tho_dien,395
Thọ Lâm,15541,xã,xa_tho_lam,395
Thọ Xương,15544,xã,xa_tho_xuong,395
Xuân Bái,15547,xã,xa_xuan_bai,395
Xuân Phú,15550,xã,xa_xuan_phu,395
Sao Vàng,15553,thị trấn,thi_tran_sao_vang,395
Lam Sơn,15556,thị trấn,thi_tran_lam_son,395
Xuân Thiên,15559,xã,xa_xuan_thien,395
Thuận Minh,15565,xã,xa_thuan_minh,395
Thọ Lập,15568,xã,xa_tho_lap,395
Quảng Phú,15571,xã,xa_quang_phu,395
Xuân Tín,15574,xã,xa_xuan_tin,395
Phú Xuân,15577,xã,xa_phu_xuan,395
Xuân Lai,15583,xã,xa_xuan_lai,395
Xuân Lập,15586,xã,xa_xuan_lap,395
Xuân Minh,15592,xã,xa_xuan_minh,395
Trường Xuân,15598,xã,xa_truong_xuan,395
Bát Mọt,15607,xã,xa_bat_mot,396
Yên Nhân,15610,xã,xa_yen_nhan,396
Xuân Lẹ,15619,xã,xa_xuan_le,396
Vạn Xuân,15622,xã,xa_van_xuan,396
Lương Sơn,15628,xã,xa_luong_son,396
Xuân Cao,15631,xã,xa_xuan_cao,396
Luận Thành,15634,xã,xa_luan_thanh,396
Luận Khê,15637,xã,xa_luan_khe,396
Xuân Thắng,15640,xã,xa_xuan_thang,396
Xuân Lộc,15643,xã,xa_xuan_loc,396
Thường Xuân,15646,thị trấn,thi_tran_thuong_xuan,396
Xuân Dương,15649,xã,xa_xuan_duong,396
Thọ Thanh,15652,xã,xa_tho_thanh,396
Ngọc Phụng,15655,xã,xa_ngoc_phung,396
Xuân Chinh,15658,xã,xa_xuan_chinh,396
Tân Thành,15661,xã,xa_tan_thanh,396
Triệu Sơn,15664,thị trấn,thi_tran_trieu_son,397
Thọ Sơn,15667,xã,xa_tho_son,397
Thọ Bình,15670,xã,xa_tho_binh,397
Thọ Tiến,15673,xã,xa_tho_tien,397
Hợp Lý,15676,xã,xa_hop_ly,397
Hợp Tiến,15679,xã,xa_hop_tien,397
Hợp Thành,15682,xã,xa_hop_thanh,397
Triệu Thành,15685,xã,xa_trieu_thanh,397
Hợp Thắng,15688,xã,xa_hop_thang,397
Minh Sơn,15691,xã,xa_minh_son,397
Dân Lực,15700,xã,xa_dan_luc,397
Dân Lý,15703,xã,xa_dan_ly,397
Dân Quyền,15706,xã,xa_dan_quyen,397
An Nông,15709,xã,xa_an_nong,397
Văn Sơn,15712,xã,xa_van_son,397
Thái Hòa,15715,xã,xa_thai_hoa,397
Thị trấn Nưa,15718,thị trấn,thi_tran_nua,397
Đồng Lợi,15721,xã,xa_dong_loi,397
Đồng Tiến,15724,xã,xa_dong_tien,397
Đồng Thắng,15727,xã,xa_dong_thang,397
Tiến Nông,15730,xã,xa_tien_nong,397
Khuyến Nông,15733,xã,xa_khuyen_nong,397
Xuân Thịnh,15736,xã,xa_xuan_thinh,397
Xuân Lộc,15739,xã,xa_xuan_loc,397
Thọ Dân,15742,xã,xa_tho_dan,397
Xuân Thọ,15745,xã,xa_xuan_tho,397
Thọ Tân,15748,xã,xa_tho_tan,397
Thọ Ngọc,15751,xã,xa_tho_ngoc,397
Thọ Cường,15754,xã,xa_tho_cuong,397
Thọ Phú,15757,xã,xa_tho_phu,397
Thọ Vực,15760,xã,xa_tho_vuc,397
Thọ Thế,15763,xã,xa_tho_the,397
Nông Trường,15766,xã,xa_nong_truong,397
Bình Sơn,15769,xã,xa_binh_son,397
Thiệu Hóa,15772,thị trấn,thi_tran_thieu_hoa,398
Thiệu Ngọc,15775,xã,xa_thieu_ngoc,398
Thiệu Vũ,15778,xã,xa_thieu_vu,398
Thiệu Phúc,15781,xã,xa_thieu_phuc,398
Thiệu Tiến,15784,xã,xa_thieu_tien,398
Thiệu Công,15787,xã,xa_thieu_cong,398
Thiệu Phú,15790,xã,xa_thieu_phu,398
Thiệu Long,15793,xã,xa_thieu_long,398
Thiệu Giang,15796,xã,xa_thieu_giang,398
Thiệu Duy,15799,xã,xa_thieu_duy,398
Thiệu Nguyên,15802,xã,xa_thieu_nguyen,398
Thiệu Hợp,15805,xã,xa_thieu_hop,398
Thiệu Thịnh,15808,xã,xa_thieu_thinh,398
Thiệu Quang,15811,xã,xa_thieu_quang,398
Thiệu Thành,15814,xã,xa_thieu_thanh,398
Thiệu Toán,15817,xã,xa_thieu_toan,398
Thiệu Chính,15820,xã,xa_thieu_chinh,398
Thiệu Hòa,15823,xã,xa_thieu_hoa,398
Minh Tâm,15829,xã,xa_minh_tam,398
Thiệu Viên,15832,xã,xa_thieu_vien,398
Thiệu Lý,15835,xã,xa_thieu_ly,398
Thiệu Vận,15838,xã,xa_thieu_van,398
Thiệu Trung,15841,xã,xa_thieu_trung,398
Tân Châu,15847,xã,xa_tan_chau,398
Thiệu Giao,15853,xã,xa_thieu_giao,398
Bút Sơn,15865,thị trấn,thi_tran_but_son,399
Hoằng Giang,15871,xã,xa_hoang_giang,399
Hoằng Xuân,15877,xã,xa_hoang_xuan,399
Hoằng Phượng,15880,xã,xa_hoang_phuong,399
Hoằng Phú,15883,xã,xa_hoang_phu,399
Hoằng Quỳ,15886,xã,xa_hoang_quy,399
Hoằng Kim,15889,xã,xa_hoang_kim,399
Hoằng Trung,15892,xã,xa_hoang_trung,399
Hoằng Trinh,15895,xã,xa_hoang_trinh,399
Hoằng Sơn,15901,xã,xa_hoang_son,399
Hoằng Cát,15907,xã,xa_hoang_cat,399
Hoằng Xuyên,15910,xã,xa_hoang_xuyen,399
Hoằng Quý,15916,xã,xa_hoang_quy,399
Hoằng Hợp,15919,xã,xa_hoang_hop,399
Hoằng Đức,15928,xã,xa_hoang_duc,399
Hoằng Hà,15937,xã,xa_hoang_ha,399
Hoằng Đạt,15940,xã,xa_hoang_dat,399
Hoằng Đạo,15946,xã,xa_hoang_dao,399
Hoằng Thắng,15949,xã,xa_hoang_thang,399
Hoằng Đồng,15952,xã,xa_hoang_dong,399
Hoằng Thái,15955,xã,xa_hoang_thai,399
Hoằng Thịnh,15958,xã,xa_hoang_thinh,399
Hoằng Thành,15961,xã,xa_hoang_thanh,399
Hoằng Lộc,15964,xã,xa_hoang_loc,399
Hoằng Trạch,15967,xã,xa_hoang_trach,399
Hoằng Phong,15973,xã,xa_hoang_phong,399
Hoằng Lưu,15976,xã,xa_hoang_luu,399
Hoằng Châu,15979,xã,xa_hoang_chau,399
Hoằng Tân,15982,xã,xa_hoang_tan,399
Hoằng Yến,15985,xã,xa_hoang_yen,399
Hoằng Tiến,15988,xã,xa_hoang_tien,399
Hoằng Hải,15991,xã,xa_hoang_hai,399
Hoằng Ngọc,15994,xã,xa_hoang_ngoc,399
Hoằng Đông,15997,xã,xa_hoang_dong,399
Hoằng Thanh,16000,xã,xa_hoang_thanh,399
Hoằng Phụ,16003,xã,xa_hoang_phu,399
Hoằng Trường,16006,xã,xa_hoang_truong,399
Hậu Lộc,16012,thị trấn,thi_tran_hau_loc,400
Đồng Lộc,16015,xã,xa_dong_loc,400
Đại Lộc,16018,xã,xa_dai_loc,400
Triệu Lộc,16021,xã,xa_trieu_loc,400
Tiến Lộc,16027,xã,xa_tien_loc,400
Lộc Sơn,16030,xã,xa_loc_son,400
Cầu Lộc,16033,xã,xa_cau_loc,400
Thành Lộc,16036,xã,xa_thanh_loc,400
Tuy Lộc,16039,xã,xa_tuy_loc,400
Phong Lộc,16042,xã,xa_phong_loc,400
Mỹ Lộc,16045,xã,xa_my_loc,400
Thuần Lộc,16048,xã,xa_thuan_loc,400
Xuân Lộc,16057,xã,xa_xuan_loc,400
Hoa Lộc,16063,xã,xa_hoa_loc,400
Liên Lộc,16066,xã,xa_lien_loc,400
Quang Lộc,16069,xã,xa_quang_loc,400
Phú Lộc,16072,xã,xa_phu_loc,400
Hòa Lộc,16075,xã,xa_hoa_loc,400
Minh Lộc,16078,xã,xa_minh_loc,400
Hưng Lộc,16081,xã,xa_hung_loc,400
Hải Lộc,16084,xã,xa_hai_loc,400
Đa Lộc,16087,xã,xa_da_loc,400
Ngư Lộc,16090,xã,xa_ngu_loc,400
Nga Sơn,16093,thị trấn,thi_tran_nga_son,401
Ba Đình,16096,xã,xa_ba_dinh,401
Nga Vịnh,16099,xã,xa_nga_vinh,401
Nga Văn,16102,xã,xa_nga_van,401
Nga Thiện,16105,xã,xa_nga_thien,401
Nga Tiến,16108,xã,xa_nga_tien,401
Nga Phượng,16114,xã,xa_nga_phuong,401
Nga Trung,16117,xã,xa_nga_trung,401
Nga Bạch,16120,xã,xa_nga_bach,401
Nga Thanh,16123,xã,xa_nga_thanh,401
Nga Yên,16132,xã,xa_nga_yen,401
Nga Giáp,16135,xã,xa_nga_giap,401
Nga Hải,16138,xã,xa_nga_hai,401
Nga Thành,16141,xã,xa_nga_thanh,401
Nga An,16144,xã,xa_nga_an,401
Nga Phú,16147,xã,xa_nga_phu,401
Nga Điền,16150,xã,xa_nga_dien,401
Nga Tân,16153,xã,xa_nga_tan,401
Nga Thủy,16156,xã,xa_nga_thuy,401
Nga Liên,16159,xã,xa_nga_lien,401
Nga Thái,16162,xã,xa_nga_thai,401
Nga Thạch,16165,xã,xa_nga_thach,401
Nga Thắng,16168,xã,xa_nga_thang,401
Nga Trường,16171,xã,xa_nga_truong,401
Yên Cát,16174,thị trấn,thi_tran_yen_cat,402
Bãi Trành,16177,xã,xa_bai_tranh,402
Xuân Hòa,16180,xã,xa_xuan_hoa,402
Xuân Bình,16183,xã,xa_xuan_binh,402
Hóa Quỳ,16186,xã,xa_hoa_quy,402
Cát Vân,16195,xã,xa_cat_van,402
Cát Tân,16198,xã,xa_cat_tan,402
Tân Bình,16201,xã,xa_tan_binh,402
Bình Lương,16204,xã,xa_binh_luong,402
Thanh Quân,16207,xã,xa_thanh_quan,402
Thanh Xuân,16210,xã,xa_thanh_xuan,402
Thanh Hòa,16213,xã,xa_thanh_hoa,402
Thanh Phong,16216,xã,xa_thanh_phong,402
Thanh Lâm,16219,xã,xa_thanh_lam,402
Thanh Sơn,16222,xã,xa_thanh_son,402
Thượng Ninh,16225,xã,xa_thuong_ninh,402
Bến Sung,16228,thị trấn,thi_tran_ben_sung,403
Cán Khê,16231,xã,xa_can_khe,403
Xuân Du,16234,xã,xa_xuan_du,403
Phượng Nghi,16240,xã,xa_phuong_nghi,403
Mậu Lâm,16243,xã,xa_mau_lam,403
Xuân Khang,16246,xã,xa_xuan_khang,403
Phú Nhuận,16249,xã,xa_phu_nhuan,403
Hải Long,16252,xã,xa_hai_long,403
Xuân Thái,16258,xã,xa_xuan_thai,403
Xuân Phúc,16261,xã,xa_xuan_phuc,403
Yên Thọ,16264,xã,xa_yen_tho,403
Yên Lạc,16267,xã,xa_yen_lac,403
Thanh Tân,16273,xã,xa_thanh_tan,403
Thanh Kỳ,16276,xã,xa_thanh_ky,403
Nông Cống,16279,thị trấn,thi_tran_nong_cong,404
Tân Phúc,16282,xã,xa_tan_phuc,404
Tân Thọ,16285,xã,xa_tan_tho,404
Hoàng Sơn,16288,xã,xa_hoang_son,404
Tân Khang,16291,xã,xa_tan_khang,404
Hoàng Giang,16294,xã,xa_hoang_giang,404
Trung Chính,16297,xã,xa_trung_chinh,404
Trung Thành,16303,xã,xa_trung_thanh,404
Tế Thắng,16309,xã,xa_te_thang,404
Tế Lợi,16315,xã,xa_te_loi,404
Tế Nông,16318,xã,xa_te_nong,404
Minh Nghĩa,16321,xã,xa_minh_nghia,404
Minh Khôi,16324,xã,xa_minh_khoi,404
Vạn Hòa,16327,xã,xa_van_hoa,404
Trường Trung,16330,xã,xa_truong_trung,404
Vạn Thắng,16333,xã,xa_van_thang,404
Trường Giang,16336,xã,xa_truong_giang,404
Vạn Thiện,16339,xã,xa_van_thien,404
Thăng Long,16342,xã,xa_thang_long,404
Trường Minh,16345,xã,xa_truong_minh,404
Trường Sơn,16348,xã,xa_truong_son,404
Thăng Bình,16351,xã,xa_thang_binh,404
Công Liêm,16354,xã,xa_cong_liem,404
Tượng Văn,16357,xã,xa_tuong_van,404
Thăng Thọ,16360,xã,xa_thang_tho,404
Tượng Lĩnh,16363,xã,xa_tuong_linh,404
Tượng Sơn,16366,xã,xa_tuong_son,404
Công Chính,16369,xã,xa_cong_chinh,404
Yên Mỹ,16375,xã,xa_yen_my,404
Rừng Thông,16378,thị trấn,thi_tran_rung_thong,405
Đông Hoàng,16381,xã,xa_dong_hoang,405
Đông Ninh,16384,xã,xa_dong_ninh,405
Đông Hòa,16390,xã,xa_dong_hoa,405
Đông Yên,16393,xã,xa_dong_yen,405
Đông Minh,16399,xã,xa_dong_minh,405
Đông Thanh,16402,xã,xa_dong_thanh,405
Đông Tiến,16405,xã,xa_dong_tien,405
Đông Khê,16408,xã,xa_dong_khe,405
Đông Thịnh,16414,xã,xa_dong_thinh,405
Đông Văn,16417,xã,xa_dong_van,405
Đông Phú,16420,xã,xa_dong_phu,405
Đông Nam,16423,xã,xa_dong_nam,405
Đông Quang,16426,xã,xa_dong_quang,405
Tân Phong,16438,thị trấn,thi_tran_tan_phong,406
Quảng Trạch,16447,xã,xa_quang_trach,406
Quảng Đức,16453,xã,xa_quang_duc,406
Quảng Định,16456,xã,xa_quang_dinh,406
Quảng Nhân,16462,xã,xa_quang_nhan,406
Quảng Ninh,16465,xã,xa_quang_ninh,406
Quảng Bình,16468,xã,xa_quang_binh,406
Quảng Hợp,16471,xã,xa_quang_hop,406
Quảng Văn,16474,xã,xa_quang_van,406
Quảng Long,16477,xã,xa_quang_long,406
Quảng Yên,16480,xã,xa_quang_yen,406
Quảng Hòa,16483,xã,xa_quang_hoa,406
Quảng Khê,16489,xã,xa_quang_khe,406
Quảng Trung,16492,xã,xa_quang_trung,406
Quảng Chính,16495,xã,xa_quang_chinh,406
Quảng Ngọc,16498,xã,xa_quang_ngoc,406
Quảng Trường,16501,xã,xa_quang_truong,406
Quảng Phúc,16510,xã,xa_quang_phuc,406
Quảng Giao,16519,xã,xa_quang_giao,406
Quảng Hải,16540,xã,xa_quang_hai,406
Quảng Lưu,16543,xã,xa_quang_luu,406
Quảng Lộc,16546,xã,xa_quang_loc,406
Tiên Trang,16549,xã,xa_tien_trang,406
Quảng Nham,16552,xã,xa_quang_nham,406
Quảng Thạch,16555,xã,xa_quang_thach,406
Quảng Thái,16558,xã,xa_quang_thai,406
Hải Hòa,16561,phường,phuong_hai_hoa,407
Hải Châu,16564,phường,phuong_hai_chau,407
Thanh Thủy,16567,xã,xa_thanh_thuy,407
Thanh Sơn,16570,xã,xa_thanh_son,407
Hải Ninh,16576,phường,phuong_hai_ninh,407
